,Curso_PRE,Nivel_PRE,Codigo,Edad,Genero_PRE,Decision,Otros_campus,Ingenieria_antes,Valoracion_ingenierias_PRE,Dedicacion_PRE,Trabajo_padre,Trabajo_madre,Posicion_clase,Tipo_estudiante,Gustar_PRE,Estudiar_PRE,Entender_PRE,No_entender_PRE,Profesional_PRE,Actividades_PRE,Carrera_PRE,Facilidad_PRE,Disfrutar_PRE,No_trabajo_PRE,Mundo_mejor_PRE,Interes_asignaturas_PRE,Salida_profesional_PRE,Actividades_instituto_PRE,Dificultad_asignaturas_PRE,Trabajo_PRE,Respeto_cientificos_PRE,Efecto_vidas_PRE,No_gustar_PRE,Examenes_PRE,Decisiones_personales_PRE,Curso_POST,Nivel_POST,Genero_POST,Adaptacion,Puntuacion_profesor,Puntuacion_apoyo,Laboratorios_escuela,Laboratorios_comunicaciones,Sensibilizacion_ONG,Material,Ingenieria_despues,Dedicacion_POST,Valoracion_ingenierias_POST,Nivel_matematicas,Recomendacion,Repetir,Puntuacion_curso,Mejor_curso,Peor_curso,Mejorar,Gustar_POST,Estudiar_POST,Entender_POST,No_entender_POST,Profesional_POST,Actividades_POST,Carrera_POST,Facilidad_POST,Disfrutar_POST,No_trabajo_POST,Mundo_mejor_POST,Interes_asignaturas_POST,Salida_profesional_POST,Actividades_instituto_POST,Dificultad_asignaturas_POST,Trabajo_POST,Respeto_cientificos_POST,Efecto_vidas_POST,No_gustar_POST,Examenes_POST,Decisiones_personales_POST
175,EDICION DE FOTO Y VIDEO,JUNIOR,802000,12,Chica,"Yo, Mis padres",No,No sé,Buena,,Creo que es director financiero,Es economista,Entre los primeros de la clase,Muy buen estudiante,4,3,4,2,3,3,3,3,4,5,5,4,3,4,3,1,4,5,2,4,4,VIDEOJUEGOS 2D,JUNIOR,Chico,Muy bien,9,10,Muy buena,No asistí,Muy buena,Muy bien,No sé,Jugador de golf,Muy buena,Muy bien,Sí,Sí,10,la ayuda de los monitores,NADA,NADA,5,4,5,1,1,5,4,5,5,1,5,5,4,5,1,4,5,5,1,1,5
176,EDICION DE FOTO Y VIDEO,JUNIOR,1001051,12,Chica,Mis padres,No,No sé,Buena,,Ingeniero,Interventora del ayuntamiento de Jerez,Entre los primeros de la clase,Muy buen estudiante,4,4,5,1,1,4,5,5,4,1,5,5,5,5,3,3,4,4,1,3,4,EDICION DE FOTO Y VIDEO,JUNIOR,Chica,Muy bien,10,1,No asistí,No asistí,Muy buena,Bien,No sé,A algo relacionado con la ingeniería,Muy buena,Muy bien,Sí,Sí,10,Cuando aprendimos a usar las máscaras de capa,Cuando hicimos el stop motion,"los ordenadores, van un poco lento",4,5,5,1,1,4,4,3,5,1,5,5,4,5,2,3,4,5,1,1,5
177,EDICION DE FOTO Y VIDEO,JUNIOR,2203000,13,Chica,"Yo, Mis padres",2020 (online),Sí,Muy buena,,Ingeniero,Ingeniera,Entre los primeros de la clase,Muy buen estudiante,5,5,5,1,1,4,5,5,5,2,5,5,5,5,1,4,4,4,1,3,4,MINECRAFT,JUNIOR,Chico,Muy bien,10,10,No asistí,No asistí,Muy buena,Muy bien,No sé,no se,Buena,Muy bien,Sí,Sí,9,los juegos,las batallas,nada,5,5,5,1,2,4,4,5,4,1,5,5,4,5,1,4,5,5,1,1,5
178,EDICION DE FOTO Y VIDEO,JUNIOR,2208000,9,Chica,Mis padres,No,No sé,Me da igual,,ingeniero,abogado,Entre los primeros de la clase,Muy buen estudiante,3,2,4,5,3,2,3,4,4,5,4,2,3,3,2,3,5,3,1,1,3,MINECRAFT,JUNIOR,Chico,Regular,8,9,No asistí,No asistí,Mala,Bien,No sé,Ya lo he dicho abajo,Me da igual,Muy bien,Sí,Sí,8,Casi todo,TENER QUE JUGAR EN UNA VERSIÓN ANTIGUA,Nada,1,3,5,3,5,1,5,3,1,5,5,3,1,3,5,1,3,3,5,5,3
179,EDICION DE FOTO Y VIDEO,JUNIOR,2602000,12,Chica,"Yo, Mis padres, Mis amigos",No,Sí,Buena,,accionista del banco santander,accionista del banco santander,Entre los primeros de la clase,Muy buen estudiante,4,4,4,1,2,4,5,4,4,3,5,5,5,5,4,5,4,5,1,5,5,EDICION DE FOTO Y VIDEO,JUNIOR,Chica,Bien,8,9,No asistí,No asistí,Buena,Muy bien,Sí,arquitectura y diseño de interior o abogada,Buena,Muy bien,Sí,Sí,8,aprender mucho,lo de las puertas de entrada y salida,"los horarios es decir, que empiezen las clases tan pronto",5,5,4,1,1,5,3,4,4,3,5,5,5,5,4,3,3,5,1,5,5
180,EDICION DE FOTO Y VIDEO,JUNIOR,2710000,8,Chica,Mis padres,No,Sí,Buena,,GOGEL DOINN,GOGEL DOINN JEFA,Entre los primeros de la clase,Muy buen estudiante,5,5,5,5,1,3,3,5,4,5,3,4,5,5,5,5,3,5,1,5,5,EDICION DE FOTO Y VIDEO,JUNIOR,Chica,Muy bien,10,10,No asistí,No asistí,Muy buena,Bien,Sí,Arquitecta y cientifica,Buena,Muy bien,Sí,No,9,stop motion,lo del puzzle desordenado dory,Nada,5,5,4,1,1,1,3,5,5,1,3,3,5,3,1,5,3,4,1,4,4
181,EDICION DE FOTO Y VIDEO,JUNIOR,2803000,11,Chica,"Yo, Mis padres",No,No,Buena,,En ICAI,Hace las tareas de mi casa,"Por el medio, pero más cerca de los primeros",Buen estudiante,3,3,5,4,3,3,4,3,5,1,5,4,3,5,2,4,4,5,1,4,4,EDICION DE FOTO Y VIDEO,JUNIOR,Chica,Poco,9,10,No asistí,No asistí,Buena,Bien,No sé,UNA MULTIMILLONARIA,Buena,Bien,Sí,Sí,8,ME PUEDE AYUDAR EN LAS PREENTACIONES DEL COLEGIO,DEMASIADAS HORAS DE ORDENADOR SEGUIDO,NO MUCHO,5,3,4,1,3,3,3,1,4,2,4,4,4,5,3,4,3,5,1,3,4
182,EDICION DE FOTO Y VIDEO,JUNIOR,2804000,12,Chico,"Yo, Mis padres","2019, 2020 (online)",Sí,Muy buena,,no me acuerdo,no me acuerdo,Entre los primeros de la clase,Muy buen estudiante,5,4,4,2,2,4,5,4,4,2,5,4,4,5,3,4,4,4,1,1,4,EDICION DE FOTO Y VIDEO,JUNIOR,Chico,Muy bien,9,9,Mala,Mala,,Bien,No sé,arqueología,Muy buena,Muy bien,Sí,Sí,9,la edición con photoshop,lo mal que iban algunos ordenadores y sistemas,algunos ordenadores,5,5,5,2,2,4,4,4,5,3,5,5,4,5,1,4,5,5,1,2,4
183,EDICION DE FOTO Y VIDEO,JUNIOR,2808000,10,Chica,Mis padres,2018,No sé,Buena,,ingeniería,ingeniería,"Por el medio, pero más cerca de los primeros",Dentro de la media,3,2,3,2,3,1,3,3,3,4,4,2,2,2,5,2,4,4,4,4,3,EDICION DE FOTO Y VIDEO,JUNIOR,Chica,Bien,7,7,No asistí,No asistí,Buena,Muy bien,No,no sé,Me da igual,Regular,Sí,Sí,7,ver las fotos/videos que han hecho otros,no sé,no sé,4,2,4,2,3,4,1,3,3,5,4,1,1,2,5,2,4,4,3,5,3
184,EDICION DE FOTO Y VIDEO,JUNIOR,3007000,11,Chico,Mis padres,2019,Sí,Muy buena,,Ingeniero,Abogada,Entre los primeros de la clase,Muy buen estudiante,5,5,5,1,1,4,5,4,4,1,5,4,5,4,3,5,4,5,1,3,5,EDICION DE FOTO Y VIDEO,JUNIOR,Chico,Muy bien,9,10,No asistí,No asistí,,Muy bien,Sí,Físico quántico,Muy buena,Muy bien,Sí,Sí,10,Aprender a editar imágenes en Photoshop.,"Aprender a usar Adobe Premier Pro, era un poco aburrido.",Que los ordenadores no eliminen todos los archivos por la noche.,5,5,5,1,1,4,5,4,4,1,5,4,5,4,3,5,4,5,1,3,5
185,EDICION DE FOTO Y VIDEO,JUNIOR,3007350,13,Chica,Mis padres,No,No,Buena,,en un hospital,empresaria,"Por el medio, pero más cerca de los primeros",Buen estudiante,2,2,3,2,4,1,2,1,1,2,4,3,1,1,3,1,3,4,3,3,3,EDICION DE FOTO Y VIDEO,JUNIOR,Chica,Bien,7,8,Buena,Buena,Buena,Bien,No,no lo se,Me da igual,Bien,No,No,5,no lo se,no lo se,no tantas horas sentadas,2,2,3,3,5,1,1,2,2,4,4,2,1,2,3,1,3,3,3,4,1
186,EDICION DE FOTO Y VIDEO,SENIOR,506531,14,Chica,Mis padres,No,No sé,Buena,,Biólogo,Profesora,"Por el medio, pero más cerca de los primeros",Buen estudiante,3,3,5,1,4,2,3,4,5,2,5,5,3,3,2,3,4,4,1,2,5,EDICION DE FOTO Y VIDEO,SENIOR,Chica,Bien,10,10,Muy buena,Muy buena,Buena,Bien,No sé,no se,Buena,Muy bien,Sí,Sí,10,Photoshop,Video,nada,5,5,5,1,4,3,4,4,5,1,4,5,4,3,2,4,4,5,1,2,4
187,EDICION DE FOTO Y VIDEO,SENIOR,708871,13,Chico,Yo,No,Sí,Buena,,financiero,marketing,"Por el medio, pero más cerca de los primeros",Buen estudiante,3,3,4,2,2,2,4,2,2,3,4,3,3,3,4,2,4,4,3,4,3,EDICION DE FOTO Y VIDEO,SENIOR,Chico,Muy bien,10,10,Muy buena,Muy buena,Muy buena,Muy bien,Sí,ingeniero,Buena,Muy bien,Sí,Sí,10,la editación de foto,algunas cosas de editación de video,,4,3,4,2,3,3,3,2,3,2,4,3,3,3,4,3,3,4,2,3,4
188,EDICION DE FOTO Y VIDEO,SENIOR,905682,15,Chico,Yo,No,Sí,Muy buena,,organizador en la ucm,directora de publicidad,"Por el medio, pero más cerca de los primeros",Muy buen estudiante,5,5,5,1,1,5,5,5,5,1,5,5,5,5,2,4,3,5,1,1,5,EDICION DE FOTO Y VIDEO,SENIOR,Chico,Muy bien,8,10,Muy buena,No asistí,Regular,Muy bien,Sí,INGENIERIA DE TELECOMUNICACIOES,Muy buena,Muy bien,Sí,Sí,9,LOS PROGRAMAS,LA HORA,NADA,5,5,5,1,1,4,5,5,5,1,5,5,5,5,1,4,3,4,1,1,4
189,EDICION DE FOTO Y VIDEO,SENIOR,1311072,16,Chico,Yo,2016,Sí,Buena,,informatico,maestra de infantil,"Por el medio, pero más cerca de los últimos",Dentro de la media,4,5,4,3,3,4,4,3,4,2,3,5,3,4,3,1,3,2,3,3,1,EDICION DE FOTO Y VIDEO,SENIOR,Chico,Muy bien,10,1,Mala,Mala,Regular,Bien,No sé,basurero,Buena,Muy bien,Sí,No,10,como da clase el profesor,el gusto de la musica,los portátiles que funcionan regularmente mal,1,1,1,5,5,1,1,5,1,5,2,2,1,1,1,1,1,1,5,1,1
190,EDICION DE FOTO Y VIDEO,SENIOR,1708698,13,Chico,Mis padres,No,Sí,Buena,,Ingeniero,Nada,Entre los primeros de la clase,Muy buen estudiante,4,5,4,1,1,3,5,4,4,3,4,5,5,4,2,3,3,4,1,3,3,EDICION DE FOTO Y VIDEO,SENIOR,Chico,Muy bien,8,10,Buena,Buena,Buena,Bien,Sí,Baloncestita,Buena,Muy bien,Sí,Sí,8,Editar,Duración,Duración/Hora,4,4,4,1,1,2,4,4,3,2,5,5,4,4,2,3,3,5,2,1,2
191,EDICION DE FOTO Y VIDEO,SENIOR,1912000,13,Chica,Mis padres,No,No sé,Buena,,ingeniero,Abogada,Entre los primeros de la clase,Muy buen estudiante,4,3,5,1,3,5,4,4,5,1,5,4,3,5,5,3,5,5,1,5,5,ENERGIAS RENOVABLES,JUNIOR,Chico,Bien,9,8,Muy buena,Buena,Buena,Bien,No sé,Físico cuantico,Muy buena,Muy bien,Sí,Sí,9,El circuito eléctrico.,No sé,ni idea,5,4,5,1,2,4,5,5,5,2,5,4,4,5,1,4,4,5,1,1,3
192,EDICION DE FOTO Y VIDEO,SENIOR,2105234,14,Chico,Mis padres,No,No sé,Buena,,Ingeniero de telecomunicaciones,Profesora de derecho,"Por el medio, pero más cerca de los primeros",Buen estudiante,4,4,4,2,2,3,4,2,4,4,4,3,4,3,2,3,4,3,2,4,3,EDICION DE FOTO Y VIDEO,SENIOR,Chica,Bien,9,10,Buena,Buena,Buena,Muy bien,No sé,no lo tengo claro,Buena,Bien,Sí,Sí,8,La edición de fotos y video,la hora de entrada,Las horas de entrada y salida,3,3,4,2,3,3,3,4,3,3,3,3,2,3,4,3,2,4,3,3,2
193,EDICION DE FOTO Y VIDEO,SENIOR,2303809,13,Chico,Yo,No,No sé,Buena,,Ingeniero de caminos,Ingeniera de caminos,Entre los primeros de la clase,Dentro de la media,4,4,5,2,2,4,3,4,5,3,5,3,4,3,4,3,4,4,1,4,3,EDICION DE FOTO Y VIDEO,SENIOR,Chico,Bien,8,1,No asistí,No asistí,Buena,Muy bien,No sé,inforrmatica,Buena,Muy bien,Sí,Sí,9,La musica que escogemos B),La letra de Gabriela,el espacio de los discos,4,5,5,2,1,2,4,5,4,3,5,2,3,3,4,3,4,4,2,5,3
194,EMPRENDE ICADE,SENIOR,410780,15,Chico,Yo,2019,No sé,Buena,,franquiciero,abogada,"Por el medio, pero más cerca de los primeros",Buen estudiante,3,3,5,2,3,4,3,4,5,2,5,4,3,4,3,3,4,4,2,3,4,INGENIERIA MECANICA,SENIOR,Chico,Bien,8,9,Muy buena,No asistí,Buena,Bien,Sí,Bolsa,Buena,Muy bien,Sí,Sí,8,La visita al laboratorio de los motores,El diseño de piezaa,falta de proyectos en grupos,4,4,4,3,4,4,3,4,4,3,5,4,3,3,3,3,4,4,2,3,3
195,EMPRENDE ICADE,SENIOR,703879,15,Chica,Mis padres,No,Sí,Me da igual,,Autonomo empresa,Banca en Santander,Entre los primeros de la clase,Muy buen estudiante,4,3,4,1,3,2,3,3,3,3,5,4,3,4,3,3,4,4,2,4,4,EMPRENDE ICADE,SENIOR,Chica,Muy bien,10,10,Muy buena,No asistí,Buena,Muy bien,No sé,no se,Me da igual,Regular,Sí,Sí,10,la gente,Las horas,nada,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
196,EMPRENDE ICADE,SENIOR,806041,15,Chico,Mis padres,No,No sé,Me da igual,,Es abogado,Es médico,"Por el medio, pero más cerca de los primeros",Buen estudiante,2,2,3,3,4,2,2,3,2,1,4,3,2,2,4,2,3,3,5,5,4,EMPRENDE ICADE,SENIOR,Chico,Bien,9,9,No asistí,No asistí,Buena,Bien,No,No lo sé,Me da igual,Regular,Sí,Sí,8,La simulacion de harvard,El horario,,2,2,3,2,4,2,2,2,2,4,3,2,2,2,4,2,3,3,4,4,3
197,EMPRENDE ICADE,SENIOR,910628,15,Chico,Yo,"2016, 2017",Sí,Buena,,Algo de ordenadores pero no se que es exactamente,En ver si se puede llevar acabo un proyecto,"Por el medio, pero más cerca de los últimos",Mal estudiante,5,5,5,1,2,5,4,5,5,4,5,5,4,3,3,2,3,3,1,4,5,EMPRENDE ICADE,SENIOR,Chico,Muy bien,10,10,No asistí,No asistí,Mala,Bien,Sí,Ser millonario,Buena,Muy bien,Sí,Sí,10,Que los jueces nos dieran una buena puntuación,Los ordenadores van muy lento respecto al disco duro no a los demas componentes,Nada se trabaja muy bien y los profesores son muy majos,5,5,5,1,2,5,4,5,5,4,5,5,5,5,4,3,3,4,1,5,5
198,EMPRENDE ICADE,SENIOR,1503393,16,Chica,"Yo, Mis padres",2019,No,Muy buena,,"Farmacia, organizar que los fármacos son efectivos en algunos clientes antes de sacarlos al mercado",Farmacia (igual que mi padre),Entre los primeros de la clase,Buen estudiante,5,3,4,2,5,3,2,4,4,3,3,3,2,4,4,1,3,4,2,4,4,EMPRENDE ICADE,SENIOR,Chica,Muy bien,10,10,No asistí,No asistí,Buena,Muy bien,No,Empresariales,Buena,Muy bien,Sí,Sí,10,Como estaba organizado y el trabajo en equipo entre otras cosas,No hay nada malo pero yo haría algo para que se pudiera trabajar con todos los de la clase,"No creo, esta todo genial :)",4,3,4,2,4,3,3,4,4,4,4,4,2,4,4,2,3,3,1,3,4
199,EMPRENDE ICADE,SENIOR,1601458,17,Chico,"Yo, Mis padres",No,Sí,Muy buena,,Arquitecto,Abogada,Entre los primeros de la clase,Buen estudiante,5,5,5,1,1,5,5,4,5,1,5,4,5,5,4,5,4,5,1,4,4,EMPRENDE ICADE,SENIOR,Chico,Bien,8,8,No asistí,No asistí,Buena,Bien,Sí,Ingeniería informática e inteligencia artificial,Muy buena,Muy bien,Sí,No,8,"La oportunidad de trabajar en equipo, y los accesible que era el material.","La primera sesión de la semana fue un poco lenta (entrevistar a estudiantes, idear un plan basado en las respuestas).","Materiales (que no sean mapas para trabajar, sino reglas, pegamento, etc)",5,5,5,1,1,5,5,4,5,1,5,5,5,5,3,5,4,5,1,4,5
200,EMPRENDE ICADE,SENIOR,1701952,16,Chico,Yo,"2017, 2018, 2019",Sí,Muy buena,,Auditoría,Turismo,"Por el medio, pero más cerca de los primeros",Buen estudiante,5,5,5,1,1,5,5,4,5,1,5,5,4,5,4,5,4,5,1,2,4,INGENIERIA MECANICA,SENIOR,Chico,Muy bien,10,10,Muy buena,No asistí,Muy buena,Muy bien,Sí,Alguna Ingeniería,Muy buena,Bien,Sí,Sí,10,"La visita al laboratorio de motores y fluidos con los dos profesores, que nos explicaron muy bien cómo funcionaban todos los componentes.",Que algunos ordenadores no funcionaban,Intentar profundizar un poco más en el tema,5,5,5,1,1,5,5,4,5,1,5,5,5,5,1,5,4,5,1,2,5
201,EMPRENDE ICADE,SENIOR,1702418,15,Chica,Mis padres,No,Sí,Buena,,Abogado militar,Profesora de educación infantil,Entre los primeros de la clase,Muy buen estudiante,4,4,4,1,1,1,5,5,5,3,4,3,4,3,4,3,4,3,2,1,3,EMPRENDE ICADE,SENIOR,Chica,Regular,10,10,Mala,Mala,Muy buena,Muy bien,Sí,militar,Me da igual,Regular,No,No,4,l,la gente,Los decsnaoss,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
202,EMPRENDE ICADE,SENIOR,1705326,15,Chica,Mis padres,No,Sí,Buena,,Ingeniero de telecomunicaciones,Ingeniera Informática,Entre los primeros de la clase,Muy buen estudiante,3,4,4,2,2,2,4,3,3,3,5,2,4,4,4,3,4,5,2,4,4,EMPRENDE ICADE,SENIOR,Chica,Bien,10,10,No asistí,No asistí,Muy buena,Bien,Sí,Biomedicina o Derecho,Buena,Regular,Sí,Sí,7,La gente,El horario,Nada,3,4,4,3,2,2,4,3,3,4,5,3,4,3,4,4,2,5,3,3,3
203,EMPRENDE ICADE,SENIOR,1801010,16,Chico,Yo,2019,Sí,Muy buena,,.,.,Entre los primeros de la clase,Muy buen estudiante,5,5,5,1,3,3,3,3,5,3,4,4,3,3,1,3,4,4,1,1,5,INGENIERIA MECANICA,SENIOR,Chico,Muy bien,10,10,Muy buena,No asistí,Muy buena,Bien,Sí,.,Muy buena,Muy bien,Sí,Sí,10,todo,.,Falta mejorar el material,5,5,5,1,3,3,4,5,5,2,5,5,3,5,1,3,4,5,1,1,3
204,EMPRENDE ICADE,SENIOR,2108000,14,Chica,Mis padres,No,No sé,Buena,,enfermería,farmaceutica,Entre los primeros de la clase,Buen estudiante,4,4,4,2,3,3,3,3,3,3,4,5,3,4,2,3,3,4,2,2,5,ROBOTICA,JUNIOR,Chico,Bien,10,10,No asistí,No asistí,Muy buena,Muy bien,No sé,futbolista,Muy buena,Bien,Sí,No,9,construir con lego,nada,nada,4,3,4,1,4,4,4,3,4,3,5,4,4,4,2,4,4,3,1,1,4
205,EMPRENDE ICADE,SENIOR,2404467,14,Chico,"Yo, Mis padres",2018,Sí,Muy buena,,Director en everis,Telefónica,Entre los primeros de la clase,Muy buen estudiante,5,5,5,1,1,4,5,4,5,1,5,5,5,5,2,5,4,4,1,2,4,INTELIGENCIA ARTIFICIAL,SENIOR,Chico,Muy bien,10,10,Muy buena,Muy buena,Muy buena,Muy bien,Sí,Astrofísica,Muy buena,Muy bien,Sí,Sí,10,Lo que he aprendido,Los primeros ejercicios (demasiado fáciles),Nada,5,5,5,1,1,5,5,5,5,1,5,5,5,5,2,5,5,5,1,3,5
206,EMPRENDE ICADE,SENIOR,2504867,14,Chica,Yo,"2017, 2018, 2019",No sé,Muy buena,,Hace seguros a máquinas,Programar,"Por el medio, pero más cerca de los primeros",Buen estudiante,3,4,5,2,2,2,3,2,3,3,5,3,3,4,4,3,4,4,1,5,5,EMPRENDE ICADE,SENIOR,Chica,Bien,10,10,No asistí,No asistí,Muy buena,Muy bien,No sé,Diseño con emprendimiento,Muy buena,Bien,Sí,Sí,10,"Los compañeros de clase que me han tocado, la actividad del everest, LA COMIDA, y prácticamente todo.",NADA,NADA,4,4,5,2,2,3,2,1,2,3,5,3,2,2,5,2,4,5,3,5,5
207,EMPRENDE ICADE,SENIOR,2709776,15,Chica,Yo,No,No sé,Buena,,es abogado,en el Santander,Entre los primeros de la clase,Muy buen estudiante,4,3,5,1,1,5,3,5,5,4,5,3,4,5,1,4,5,4,1,1,5,EMPRENDE ICADE,SENIOR,Chica,Muy bien,10,10,No asistí,No asistí,Muy buena,Muy bien,No,inversora de banca o abogada,Muy buena,Muy bien,Sí,Sí,10,mis profesores,la hora de comienzo,la hora de entrada,5,5,5,1,3,2,4,5,5,1,5,5,5,5,1,2,5,5,1,1,5
208,EMPRENDE ICADE,SENIOR,2807313,16,Chica,Yo,2018,No,Buena,,Arquitecto,Miembro de juntas,"Por el medio, pero más cerca de los primeros",Buen estudiante,4,2,3,2,4,2,1,3,3,4,4,2,2,4,3,2,4,4,2,4,3,EMPRENDE ICADE,SENIOR,Chica,Bien,8,8,No asistí,No asistí,Buena,Bien,No sé,No sé,Buena,Bien,Sí,No,8,El trabajo en equipo y el innovar ideas,...,,3,2,4,3,3,2,2,2,2,4,4,2,2,2,3,2,3,4,2,4,3
209,EMPRENDE ICADE,SENIOR,3009521,15,Chico,Mis amigos,"2018, 2020 (online)",Sí,Buena,,no lo sé,Abogado,"Por el medio, pero más cerca de los primeros",Buen estudiante,3,3,3,2,3,3,4,3,3,3,5,3,3,4,4,2,4,3,2,5,3,EMPRENDE ICADE,SENIOR,Chico,Muy bien,10,10,Buena,Buena,Regular,Muy bien,Sí,No se,Buena,Bien,Sí,Sí,10,La presentación frente el jurado,La hora de llegada,No,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
210,EMPRENDE ICADE,SENIOR,7777777,16,Chico,Yo,2019,Sí,Buena,,Un banco,Es abogada,Entre los primeros de la clase,Muy buen estudiante,4,5,5,1,2,3,4,5,5,1,5,4,4,5,1,4,3,5,1,4,4,INGENIERIA ELECTRONICA,SENIOR,Chico,Bien,10,5,Muy buena,No asistí,Mala,Regular,Sí,Idk,Buena,Muy bien,No,Sí,9,La profe,Un niño,Nada,4,5,5,1,1,3,5,5,5,1,5,5,5,5,1,4,3,5,2,1,5
211,ENERGIAS RENOVABLES,JUNIOR,310000,10,Chica,Yo,No,No,Muy buena,,en arreglos para el hogar,le acaban de despedir,Entre los primeros de la clase,Buen estudiante,3,2,3,3,3,3,2,2,4,1,3,2,1,4,3,1,3,1,2,1,1,ENERGIAS RENOVABLES,JUNIOR,Chica,Muy bien,10,10,Muy buena,No asistí,Buena,Muy bien,No,decoradora de interiores o carpintera,Muy buena,Bien,Sí,Sí,10,todo,nada,nada,4,3,3,5,3,5,2,3,5,3,2,3,3,5,3,3,4,2,1,4,1
212,ENERGIAS RENOVABLES,JUNIOR,1806000,12,Chico,Yo,2019,Sí,Buena,,Mi padre es abogado y empresario de la empresa Mondelez International.,Mi madre es inspectora de hacienda.,Entre los primeros de la clase,Buen estudiante,3,3,4,1,2,2,3,3,3,1,5,3,3,3,2,3,4,3,2,2,3,INGENIERIA MECANICA,JUNIOR,Chico,Muy bien,9,10,Muy buena,Muy buena,Buena,Bien,No sé,"Me gustaría estar, en algo relacionado con Fórmula 1 pero sino, me gustaría ser abogado y empresario.",Buena,Muy bien,Sí,Sí,9,"El último día, en el que dimos sobre la F1.",La teoría sobre la presión del aire y las criptomonedas.,"Yo creo que está muy logrado ya que hay que dar clase de teoría pero hacemos juegos, experimentos etc. y nos lo pasamos muy bien",3,3,2,1,2,2,3,2,4,3,4,3,4,3,2,3,4,4,1,2,2
213,ENERGIAS RENOVABLES,JUNIOR,2204000,9,Chico,Mis padres,No,No sé,Buena,,no se,no se,"Por el medio, pero más cerca de los primeros",Muy buen estudiante,5,3,4,1,1,3,3,4,3,1,5,3,3,3,1,3,5,5,1,3,4,ENERGIAS RENOVABLES,JUNIOR,Chico,Bien,10,10,Muy buena,Muy buena,Muy buena,Muy bien,No sé,ser policia,Buena,Regular,Sí,Sí,10,todo,nada,nada,3,3,4,1,3,2,2,3,3,2,5,3,3,3,1,3,5,5,1,1,5
214,ENERGIAS RENOVABLES,JUNIOR,2206000,11,Chico,Yo,2017,No sé,Buena,,Arquitecto,No sé,"Por el medio, pero más cerca de los primeros",Buen estudiante,5,3,3,2,2,3,3,4,5,3,5,4,3,4,3,3,3,4,1,4,3,VIDEOJUEGOS 2D,JUNIOR,Chico,Regular,10,10,No asistí,No asistí,Muy buena,Muy bien,No sé,No sé,Buena,Bien,Sí,Sí,10,Todo,Nada,"Sois muy buenos, seguid así. Aunque no estaría mal 5 minutos más al Shell Shockers.",5,3,4,3,4,3,5,5,4,3,5,5,3,4,5,3,4,4,2,5,3
215,ENERGIAS RENOVABLES,JUNIOR,2509049,12,Chica,"Yo, Mis padres","2018, 2019",Sí,Me da igual,,analitix,dirige una fabrica,"Por el medio, pero más cerca de los primeros",Dentro de la media,3,3,3,3,3,1,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,INGENIERIA ELECTRONICA,SENIOR,Chica,Muy bien,10,10,Muy buena,No asistí,Muy buena,Muy bien,No,Arquitectura,Muy buena,Bien,Sí,Sí,10,Los lacasitos,No ganar lacasitos,Más tiempo libre 😎,3,3,3,3,3,2,4,2,5,2,3,3,3,3,3,1,5,3,3,3,5
216,INGENIERIA ELECTRONICA,SENIOR,0,14,Chico,Yo,No,No sé,Muy buena,,seguros,casa,"Por el medio, pero más cerca de los últimos",Buen estudiante,5,3,5,1,3,3,3,4,4,3,5,5,3,4,4,3,4,5,1,3,5,INGENIERIA MECANICA,SENIOR,Chico,Muy bien,10,10,Muy buena,Muy buena,Muy buena,Muy bien,No sé,no sé,Muy buena,Muy bien,Sí,No,10,los kahoots,f1,cambiar f1,5,3,5,2,3,4,3,4,4,3,5,4,3,3,4,3,4,5,1,4,4
217,INGENIERIA ELECTRONICA,SENIOR,302594,16,Chico,Yo,"2017, 2018, 2019",Sí,Muy buena,,Ingeniero informático,Ingeniero mecánico,Entre los primeros de la clase,Buen estudiante,4,5,5,1,1,3,4,4,5,3,5,4,4,3,3,3,4,3,1,4,3,INGENIERIA ELECTRONICA,SENIOR,Chico,Bien,10,10,Buena,No asistí,Buena,Muy bien,Sí,Ni idea,Muy buena,Bien,Sí,Sí,9,Me ha gustado todo en general,Me queme el dedo :/,,5,5,5,1,2,3,4,4,5,3,5,4,5,3,4,3,4,3,1,2,5
218,INGENIERIA ELECTRONICA,SENIOR,307566,17,Chica,Yo,"2016, 2019, 2020 (online)",Sí,Muy buena,,Mi padre es auditor de calidad y medioambiente,Mi madre es farmacéutica,"Por el medio, pero más cerca de los primeros",Buen estudiante,5,5,5,1,1,5,5,4,5,2,5,4,5,5,3,4,4,5,1,4,5,INGENIERIA ELECTRONICA,SENIOR,Chica,Muy bien,10,10,Buena,No asistí,Muy buena,Muy bien,Sí,No lo sé pero alguna ingeniería,Muy buena,Bien,Sí,Sí,10,Los problemas con circuitos,Nada,,5,5,5,1,1,5,5,4,5,1,5,4,5,5,3,5,5,5,1,4,5
