Curso,Nivel,Codigo,Edad,Genero,Decision,Otros_campus,Ingenieria_antes,Valoracion_ingenierias,Dedicacion,Trabajo_padre,Trabajo_madre,Posicion_clase,Tipo_estudiante,Gustar,Estudiar,Entender,No_entender,Profesional,Actividades,Carrera,Facilidad,Disfrutar,No_trabajo,Mundo_mejor,Interes_asignaturas,Salida_profesional,Actividades_instituto,Dificultad_asignaturas,Trabajo,Respeto_cientificos,Efecto_vidas,No_gustar,Examenes,Decisiones_personales
INTELIGENCIA ARTIFICIAL,SENIOR,512090,13,Chica,"Yo, Mis padres, Mis amigos",No,No,Buena,,Notario,Notario,Entre los primeros de la clase,Buen estudiante,3,3,4,2,4,3,2,1,3,4,5,2,2,3,4,2,3,4,2,4,4
INTELIGENCIA ARTIFICIAL,SENIOR,606472,16,Chico,Yo,2019,Sí,Muy buena,,Empresariales,No trabaja,"Por el medio, pero más cerca de los primeros",Buen estudiante,5,5,5,1,5,4,5,4,5,2,5,5,5,4,1,4,4,5,1,2,4
INTELIGENCIA ARTIFICIAL,SENIOR,607816,16,Chico,Yo,No,Sí,Me da igual,,gestora de activos de propiedad privada,Fundación SEPI,"Por el medio, pero más cerca de los últimos",Buen estudiante,4,4,4,1,2,4,4,4,4,3,4,4,4,4,3,2,3,4,2,2,3
INTELIGENCIA ARTIFICIAL,SENIOR,611459,13,Chica,"Yo, Mis padres","2017, 2018, 2019",Sí,Buena,,Mi padre es economista y trabaja en una empresa de coches.,Mi madre es economista y trabaja en una empresa de coches.,Entre los primeros de la clase,Muy buen estudiante,5,5,5,1,2,3,5,4,4,5,5,4,4,4,1,1,4,5,1,3,5
INTELIGENCIA ARTIFICIAL,SENIOR,707974,15,Chico,Mis padres,2019,Sí,Buena,,Banco,Banco,Entre los primeros de la clase,Muy buen estudiante,5,5,5,1,1,5,4,5,5,1,5,5,5,3,2,4,5,5,1,1,5
INTELIGENCIA ARTIFICIAL,SENIOR,804857,17,Chica,Mis padres,No,Sí,Muy buena,,Director de recursos humanos,En una farmacéutica,Entre los primeros de la clase,Buen estudiante,5,5,5,1,2,4,5,4,4,3,5,5,5,4,1,3,3,5,1,1,4
INTELIGENCIA ARTIFICIAL,SENIOR,812078,15,Chico,Mis amigos,"No, 2017",Sí,Buena,,Director empresarial,en women secret,"Por el medio, pero más cerca de los primeros",Buen estudiante,5,5,4,1,1,3,5,4,5,1,5,5,5,5,4,5,5,5,1,4,5
INTELIGENCIA ARTIFICIAL,SENIOR,1009271,14,Chico,"Yo, Mis padres, Mis amigos, Otros",2019,No sé,Muy buena,,Marketing y publicidad,Banquera,"Por el medio, pero más cerca de los primeros",Buen estudiante,4,3,4,1,2,3,3,3,4,2,5,3,3,5,4,3,4,4,1,2,4
INTELIGENCIA ARTIFICIAL,SENIOR,1012271,15,Chico,Mis padres,No,Sí,Muy buena,,ingeniería,ingeniería,Entre los primeros de la clase,Buen estudiante,5,5,5,1,1,4,5,4,5,4,5,5,5,5,2,4,5,3,1,2,2
INTELIGENCIA ARTIFICIAL,SENIOR,1107711,14,Chico,"Yo, Mis amigos",2019,Sí,Buena,,Arquitecto,Marketing y direccion de empresas,"Por el medio, pero más cerca de los primeros",Buen estudiante,5,5,5,2,4,4,5,4,5,2,4,4,5,5,2,3,4,4,1,3,5
INTELIGENCIA ARTIFICIAL,SENIOR,1110323,14,Chico,"Mis padres, Mis amigos",No,No sé,Me da igual,,En un banco,En una consultora,Entre los primeros de la clase,Buen estudiante,3,4,4,2,3,2,3,3,4,4,5,3,3,4,3,1,5,4,2,3,3
INTELIGENCIA ARTIFICIAL,SENIOR,1112643,16,Chico,"Yo, Mis padres, Mis amigos","2018, 2019",Sí,Muy buena,,Ingeniero agrónomo,Ingeniero agrónomo,"Por el medio, pero más cerca de los primeros",Buen estudiante,5,5,5,1,1,4,5,4,4,2,5,5,5,5,4,4,4,5,1,4,4
INTELIGENCIA ARTIFICIAL,SENIOR,1404362,16,Chico,Yo,No,No sé,Buena,,Agente inmobiliario,Diseña y trabaja en casa,"Por el medio, pero más cerca de los primeros",Dentro de la media,4,4,5,1,2,4,3,3,4,2,5,4,4,4,4,3,5,4,2,3,4
INTELIGENCIA ARTIFICIAL,SENIOR,1407450,16,Chico,Yo,"2018, 2019",Sí,Muy buena,,INGENIERO ELÉCTRICO,PROFESORA,Entre los primeros de la clase,Muy buen estudiante,5,5,5,1,1,5,5,5,5,1,5,5,5,5,2,5,5,5,1,4,5
INTELIGENCIA ARTIFICIAL,SENIOR,1411232,16,Chico,Yo,No,Sí,Muy buena,,Funcionario,Aparejadora,Entre los primeros de la clase,Buen estudiante,5,5,5,1,1,5,5,4,5,1,5,5,5,5,4,5,3,5,1,5,5
INTELIGENCIA ARTIFICIAL,SENIOR,1611663,15,Chico,"Yo, Mis amigos",No,Sí,Muy buena,,Profesor de Matemáticas,Trabaja por elle World Bank (Elle banco Mundial),"Por el medio, pero más cerca de los primeros",Buen estudiante,5,5,5,2,1,4,4,3,5,1,5,4,5,5,2,4,5,4,1,2,5
INTELIGENCIA ARTIFICIAL,SENIOR,1701657,16,Chico,Yo,"2018, 2019",Sí,Muy buena,,Trabaja en iberia,Trabaja en cepsa,"Por el medio, pero más cerca de los últimos",Buen estudiante,5,5,5,2,1,4,5,4,5,4,4,4,4,4,3,4,2,5,1,3,4
INTELIGENCIA ARTIFICIAL,SENIOR,1801821,16,Chica,"Yo, Mis padres, Mis amigos",No,Sí,Muy buena,,Mi padre es abogado y gestor,Mi madre es abogada,Entre los primeros de la clase,Muy buen estudiante,4,5,5,1,1,4,4,4,5,3,5,5,4,5,5,4,5,5,1,2,5
INTELIGENCIA ARTIFICIAL,SENIOR,1806485,17,Chico,Mis padres,No,Sí,Muy buena,,Matemático/informático,Matemático/informático,Entre los primeros de la clase,Buen estudiante,5,5,4,2,1,3,5,4,4,2,5,5,5,5,2,5,3,4,1,4,3
INTELIGENCIA ARTIFICIAL,SENIOR,2112739,16,Chica,Yo,"2016, 2017, 2018, 2019",Sí,Buena,,Fisico,Abogada,"Por el medio, pero más cerca de los últimos",Dentro de la media,4,4,4,2,1,4,4,4,4,1,5,5,5,5,4,4,3,4,1,3,4
INTELIGENCIA ARTIFICIAL,SENIOR,2203749,16,Chico,Yo,2016,Sí,Buena,,No tengo,En una Organización de derechos humanos: Amnistia internacional,Entre los primeros de la clase,Buen estudiante,5,5,5,1,1,5,5,5,5,1,5,5,5,5,1,5,5,5,1,1,5
INTELIGENCIA ARTIFICIAL,SENIOR,2207367,16,Chica,Mis padres,No,Sí,Muy buena,,nada,farmaceutica,"Por el medio, pero más cerca de los primeros",Buen estudiante,4,5,5,1,1,3,5,4,2,2,5,3,5,3,5,4,5,5,2,5,5
INTELIGENCIA ARTIFICIAL,SENIOR,2211155,15,Chico,Yo,No,No sé,Buena,,Profesor en ICADE,Abogada en Iberia,"Por el medio, pero más cerca de los primeros",Buen estudiante,3,2,5,2,4,2,2,4,3,5,5,2,2,3,2,2,3,4,2,2,4
INTELIGENCIA ARTIFICIAL,SENIOR,2312587,12,Chica,Yo,"2019, 2020 (online)",No sé,Buena,,Estudio ingeniería de caminos pero se dedica al sector de la energía,Trabaja en un centro de salus como médico y psicóloga,"Por el medio, pero más cerca de los primeros",Muy buen estudiante,4,3,5,1,3,4,3,4,5,2,4,3,3,4,2,3,2,4,1,2,3
INTELIGENCIA ARTIFICIAL,SENIOR,2403768,15,Chico,"Yo, Mis padres",2019,Sí,Muy buena,,Abogado,Directora de Marketing,"Por el medio, pero más cerca de los primeros",Buen estudiante,4,5,5,2,1,3,5,4,4,1,5,5,5,4,2,4,4,3,1,2,4
INTELIGENCIA ARTIFICIAL,SENIOR,2404467,14,Chico,"Yo, Mis padres",2018,Sí,Muy buena,,Director en everis.,Ingeniera informática en telefónica.,Entre los primeros de la clase,Muy buen estudiante,5,5,5,1,1,5,5,4,5,1,5,5,5,5,4,5,5,5,1,2,4
INTELIGENCIA ARTIFICIAL,SENIOR,2405749,16,Chico,"Yo, Mis amigos","2016, 2017, 2018, 2019",Sí,Muy buena,,Guionista,empresa,Entre los primeros de la clase,Buen estudiante,5,5,5,2,1,4,4,4,5,1,5,5,5,5,2,5,3,5,1,1,5
INTELIGENCIA ARTIFICIAL,SENIOR,2609000,13,Chico,Mis padres,No,Sí,Buena,,Ingeniero (Técnicas Reunidas),Directora de Aifim,Entre los primeros de la clase,Muy buen estudiante,5,4,5,1,1,4,5,5,5,1,5,5,5,5,4,5,4,5,1,1,5
INTELIGENCIA ARTIFICIAL,SENIOR,2708000,14,Chica,Yo,No,Sí,Muy buena,,Ingeniero,Ingeniero,Entre los primeros de la clase,Buen estudiante,5,5,5,1,1,5,5,5,5,1,5,5,5,5,1,5,5,5,1,1,5
INTELIGENCIA ARTIFICIAL,SENIOR,2807679,15,Chico,Yo,No,Sí,Muy buena,,En un ministerio,Directora de marketing de una empresa,Entre los primeros de la clase,Muy buen estudiante,5,5,5,1,1,4,5,4,5,3,5,5,5,5,4,3,4,5,1,3,5
INTELIGENCIA ARTIFICIAL,SENIOR,2807679,15,Chico,Yo,No,Sí,Muy buena,,En un ministerio,Directora de marketing de una empresa,Entre los primeros de la clase,Muy buen estudiante,5,5,5,1,1,4,5,4,5,3,5,5,5,5,4,3,4,5,1,3,5
INTELIGENCIA ARTIFICIAL,SENIOR,2910942,15,Chico,Yo,No,Sí,Buena,,ventas de una empresa,recursos humanos,Entre los primeros de la clase,Buen estudiante,4,2,4,2,3,2,3,3,4,2,5,4,3,3,4,2,3,2,2,4,2
INTELIGENCIA ARTIFICIAL,SENIOR,3003609,16,Chico,Yo,No,No,Buena,,Jefe de una empresa,No trabaja,"Por el medio, pero más cerca de los primeros",Buen estudiante,4,3,4,2,3,3,4,2,3,4,5,3,3,2,3,2,4,4,2,4,3
INTELIGENCIA ARTIFICIAL,SENIOR,3011691,16,Chica,"Yo, Mis padres",No,Sí,Muy buena,,Abogado,Profesora,"Por el medio, pero más cerca de los primeros",Buen estudiante,5,5,4,2,1,4,5,5,4,1,2,3,5,4,2,4,3,4,2,1,3
INTELIGENCIA ARTIFICIAL,SENIOR,3105101,14,Chica,Yo,No,Sí,Muy buena,,Consultor,Abogada,Entre los primeros de la clase,Muy buen estudiante,5,5,4,1,2,3,4,4,4,3,5,5,4,5,3,3,4,4,2,2,3
MINECRAFT,JUNIOR,109000,10,Chico,Yo,No,No sé,Buena,,Custos mobile,En el Zara,"Por el medio, pero más cerca de los primeros",Muy buen estudiante,4,2,4,2,4,2,2,4,4,2,4,4,2,2,4,2,5,4,2,4,4
MINECRAFT,JUNIOR,140710,10,Chico,"Yo, Mis padres, Mis amigos",No,No,Buena,,en un estanco,en la nebrija,Entre los primeros de la clase,Buen estudiante,4,3,4,1,1,4,4,5,5,1,5,5,5,5,5,4,5,1,1,1,5
MINECRAFT,JUNIOR,207323,13,Chico,Yo,2019,No sé,Me da igual,,Ingenieria informatica,farmaceutica,"Por el medio, pero más cerca de los primeros",Buen estudiante,2,2,4,1,3,1,1,2,1,2,5,2,2,2,3,1,4,3,5,4,2
MINECRAFT,JUNIOR,225000,11,Chico,Mis padres,No,No sé,Buena,,Marketing,Coaching,Entre los primeros de la clase,Muy buen estudiante,3,3,4,2,3,2,3,4,3,3,5,4,3,3,2,3,5,5,2,2,5
MINECRAFT,JUNIOR,409000,9,Chico,Mis padres,No,No sé,Buena,,EMPRESÁRIO,AUXILIAR DE FARMACÉUTICA,"Por el medio, pero más cerca de los primeros",Buen estudiante,3,4,5,1,4,3,2,5,3,5,5,4,5,3,1,1,5,5,1,1,5
MINECRAFT,JUNIOR,612000,10,Chica,Yo,No,No sé,Buena,,ingeniero,ingeniera,"Por el medio, pero más cerca de los primeros",Dentro de la media,5,3,4,2,3,3,3,2,4,3,4,3,3,2,2,3,4,4,2,4,4
MINECRAFT,JUNIOR,910000,10,Chica,Yo,No,No,Me da igual,,ABOGADO,ECONOMISTA,Entre los primeros de la clase,Dentro de la media,3,1,4,2,2,1,2,4,5,3,4,3,1,3,3,1,4,3,2,1,3
MINECRAFT,JUNIOR,1003000,10,Chico,Yo,No,No sé,Muy buena,,profesor de comillas,no lo se,"Por el medio, pero más cerca de los primeros",Muy buen estudiante,5,3,4,1,3,5,4,3,5,5,5,5,5,5,2,5,5,5,1,2,5
MINECRAFT,JUNIOR,1007000,13,Chico,"Yo, Mis padres",No,No sé,Buena,,es ingeniero,es arquitecta,"Por el medio, pero más cerca de los primeros",Buen estudiante,4,4,3,1,1,3,3,4,4,2,3,4,3,4,1,2,3,4,1,1,3
MINECRAFT,JUNIOR,1103750,12,Chico,Yo,No,No sé,Muy buena,,Ayuntamiento,Hoya Coordinadora,Entre los primeros de la clase,Buen estudiante,3,2,4,1,4,2,1,3,3,2,4,3,2,2,2,1,3,3,3,3,3
MINECRAFT,JUNIOR,1112000,12,Chico,"Yo, Mis padres",No,No sé,Buena,,es empresario,auxiliar de farmaceutica,"Por el medio, pero más cerca de los últimos",Buen estudiante,3,3,4,1,4,2,2,4,4,3,4,4,3,4,2,2,4,4,1,1,4
MINECRAFT,JUNIOR,1301000,10,Chico,Mis padres,No,No sé,Me da igual,,ingeniero,dentista,Entre los últimos de la clase,Buen estudiante,5,4,5,1,5,4,3,3,5,1,3,5,5,5,4,5,5,3,1,3,5
MINECRAFT,JUNIOR,1310311,11,Chico,Yo,No,No sé,Buena,,EN aseguradora,empresaria,"Por el medio, pero más cerca de los primeros",Buen estudiante,4,4,4,2,3,3,3,4,3,3,4,4,3,4,3,3,4,4,2,3,3
MINECRAFT,JUNIOR,1405000,12,Chico,Mis padres,No,Sí,Buena,,director supercor,profesora de universidad UNED,"Por el medio, pero más cerca de los primeros",Dentro de la media,2,4,4,1,3,2,4,2,3,2,5,4,3,3,2,4,5,4,3,3,5
MINECRAFT,JUNIOR,1407847,13,Chico,Yo,2019,Sí,Buena,,ingeniero electronico/ vende servidores,trabaja en una empresa de tractores,"Por el medio, pero más cerca de los primeros",Dentro de la media,4,4,4,1,2,3,5,3,4,5,5,4,4,4,2,5,2,3,2,2,4
MINECRAFT,JUNIOR,1407920,13,Chico,Yo,2019,No sé,Buena,,En ingeniería electrónica,En ingeniería industrial,"Por el medio, pero más cerca de los primeros",Dentro de la media,3,4,4,2,2,3,4,3,2,3,4,4,3,2,3,4,4,4,3,2,4
MINECRAFT,JUNIOR,1411000,11,Chico,"Yo, Otros",No,No,Me da igual,,AEREONAUTICA,NO SE,"Por el medio, pero más cerca de los primeros",Buen estudiante,2,2,3,3,4,1,1,3,1,1,5,3,2,2,4,2,3,3,5,4,5
MINECRAFT,JUNIOR,1504000,11,Chico,Yo,No,No sé,Me da igual,,INGENIERO,PWC,Entre los primeros de la clase,Buen estudiante,4,3,4,2,3,3,3,4,3,3,4,3,3,3,3,3,3,4,3,1,3
MINECRAFT,JUNIOR,1606000,10,Chico,Mis padres,No,Sí,Muy buena,,ingeniero industrial de siemens,ingeniera industrial y profe del icai,Entre los primeros de la clase,Muy buen estudiante,5,5,5,1,1,4,5,4,3,1,5,5,5,5,4,5,5,5,1,1,5
MINECRAFT,JUNIOR,1702000,12,Chico,Yo,No,No sé,Buena,,constructor,peluquera,"Por el medio, pero más cerca de los últimos",Dentro de la media,1,1,4,2,1,1,1,1,1,2,4,2,1,2,4,1,5,5,2,2,3
MINECRAFT,JUNIOR,1809000,11,Chico,Yo,2019,No sé,Buena,,ingeniero de montes,abogada,Entre los primeros de la clase,Buen estudiante,4,4,4,4,3,1,3,3,3,2,4,3,3,3,4,3,3,3,3,3,4
MINECRAFT,JUNIOR,1810000,10,Chico,Mis padres,No,Sí,Muy buena,,vETERINARIA,inGENIERA,Entre los primeros de la clase,Muy buen estudiante,5,5,5,1,1,2,5,4,5,1,5,5,5,5,4,5,5,5,1,1,5
MINECRAFT,JUNIOR,1909000,11,Chico,Yo,2019,No sé,Buena,,abogado,abogada,"Por el medio, pero más cerca de los primeros",Muy buen estudiante,5,2,5,5,5,1,1,3,1,1,5,1,1,1,5,1,5,4,5,4,5
MINECRAFT,JUNIOR,1909000,11,Chico,"Yo, Mis padres",No,No,Buena,,Ingeneria,Abogada,"Por el medio, pero más cerca de los primeros",Buen estudiante,3,2,3,3,4,2,2,2,3,3,5,2,3,2,2,2,5,4,4,5,3
MINECRAFT,JUNIOR,2203000,12,Chico,Yo,"2019, 2020 (online)",No sé,Buena,,no se,no se,Entre los primeros de la clase,Muy buen estudiante,5,5,5,1,2,5,4,5,5,1,5,5,4,5,1,4,5,5,1,1,5
MINECRAFT,JUNIOR,2206000,11,Chico,Yo,2019,No sé,Buena,,Arquitecto,No sé cómo decirlo,Entre los primeros de la clase,Buen estudiante,5,3,3,2,3,2,3,5,4,2,5,5,3,4,5,3,2,4,2,4,4
MINECRAFT,JUNIOR,2209000,11,Chico,Yo,2019,Sí,Muy buena,,Es abogado,Es abogado,"Por el medio, pero más cerca de los primeros",Buen estudiante,5,5,5,1,1,5,5,5,5,1,5,5,5,5,1,4,5,5,1,1,5
MINECRAFT,JUNIOR,2507000,10,Chico,Yo,No,No,Muy buena,,Mi padre es ingeniero aeronáutico.,Mi madre es juez.,Entre los primeros de la clase,Buen estudiante,5,4,5,3,4,3,3,4,5,3,5,5,3,4,3,2,5,4,1,2,4
MINECRAFT,JUNIOR,2611160,12,Chico,Yo,No,Sí,Muy buena,,Ingeniero/consultor,Médico,Entre los primeros de la clase,Muy buen estudiante,4,4,5,1,2,4,4,5,5,2,5,5,4,5,3,4,4,5,1,3,5
MINECRAFT,JUNIOR,2804000,12,Chico,Yo,No,No sé,Buena,,ingeniero,ingeniera,"Por el medio, pero más cerca de los primeros",Dentro de la media,3,3,4,2,3,2,3,4,4,3,3,3,3,2,3,3,3,3,3,2,3
MINECRAFT,JUNIOR,2810423,11,Chico,Mis padres,No,Sí,Muy buena,,contable de centros comerciales,dar trabajo a discapacitados,Entre los primeros de la clase,Muy buen estudiante,4,5,4,1,1,1,3,4,4,3,5,5,3,5,5,3,5,5,1,5,4
MINECRAFT,JUNIOR,2811000,10,Chico,"Yo, Mis padres",No,No sé,Buena,,Abogado de hacienda,BBVA,"Por el medio, pero más cerca de los primeros",Muy buen estudiante,4,3,4,2,4,4,4,4,4,3,5,3,3,5,2,3,3,4,2,1,4
MINECRAFT,JUNIOR,3004000,13,Chico,Yo,2019,Sí,Buena,,periodista,agencia inmobiliaria,"Por el medio, pero más cerca de los últimos",Buen estudiante,5,5,5,1,1,5,5,4,5,1,5,5,5,5,2,5,5,5,1,1,5
MINECRAFT,JUNIOR,3012000,10,Chico,Yo,No,No,Buena,,funcionario,funcionaria,Entre los primeros de la clase,Buen estudiante,4,4,3,2,3,4,3,3,4,2,3,4,3,4,3,4,3,3,1,2,3
PROGRAMACION WEB,SENIOR,711046,14,Chico,Yo,2019,Sí,Muy buena,,Contable,Empresaria,"Por el medio, pero más cerca de los primeros",Buen estudiante,4,5,3,3,2,4,4,3,3,2,5,4,5,5,4,5,5,5,1,3,4
PROGRAMACION WEB,SENIOR,1406365,16,Chico,Mis padres,2017,Sí,Buena,,enfermero,enfermera,"Por el medio, pero más cerca de los últimos",Dentro de la media,4,4,3,2,3,2,4,3,2,4,5,3,3,4,3,3,3,3,3,3,3
PROGRAMACION WEB,SENIOR,1411317,14,Chico,"Yo, Mis padres",2019,Sí,Buena,,Ingeniero agrónomo,Ingeniero agrónomo,"Por el medio, pero más cerca de los primeros",Buen estudiante,5,4,4,2,4,4,4,4,4,2,5,4,4,4,3,4,4,4,1,3,4
PROGRAMACION WEB,SENIOR,1704015,12,Chico,"Yo, Mis padres",No,No sé,Muy buena,,Telecomunicaciones,Ingeniera,Entre los primeros de la clase,Buen estudiante,4,5,5,2,3,5,4,4,5,3,5,4,4,5,3,3,5,5,1,2,5
PROGRAMACION WEB,SENIOR,1901355,15,Chico,Yo,"2018, 2019, 2020 (online)",Sí,Buena,,Arquitecto,Casera de pisos,"Por el medio, pero más cerca de los primeros",Buen estudiante,4,4,4,1,2,4,4,3,4,2,5,5,4,5,4,3,3,5,1,3,5
PROGRAMACION WEB,SENIOR,2101370,17,Chico,Yo,No,No,Buena,,Farmacéutico,Abogada,Entre los primeros de la clase,Muy buen estudiante,5,5,5,1,1,5,5,3,5,1,2,2,5,5,3,5,3,5,1,4,5
PROGRAMACION WEB,SENIOR,2311467,13,Chico,"Yo, Mis padres",No,Sí,Buena,,Profesor,Profesora,Entre los primeros de la clase,Buen estudiante,3,3,4,1,2,3,2,4,4,2,5,2,3,4,4,1,4,5,1,1,5
PROGRAMACION WEB,SENIOR,2504858,15,Chica,Mis padres,2017,No sé,Buena,,profesor en icade,profesora de instituto,"Por el medio, pero más cerca de los últimos",Buen estudiante,4,4,5,2,2,4,4,3,3,2,5,5,4,4,3,3,4,4,2,3,4
PROGRAMACION WEB,SENIOR,2504858,15,Chica,Mis padres,2017,No sé,Buena,,profesor en icade,profesora de instituto,"Por el medio, pero más cerca de los últimos",Buen estudiante,4,4,5,2,2,4,4,3,3,2,5,5,4,4,3,3,4,4,2,3,4
ROBOTICA,JUNIOR,606472,16,Chico,"Yo, Mis padres",2018,Sí,Muy buena,,En una empresa.,En una empresa.,"Por el medio, pero más cerca de los primeros",Dentro de la media,5,5,5,1,2,4,4,4,4,4,4,4,4,4,3,3,4,5,1,2,4
ROBOTICA,JUNIOR,609000,12,Chica,Mis padres,No,No sé,Buena,,asesor,Profesora de universidad,"Por el medio, pero más cerca de los primeros",Buen estudiante,4,4,5,2,2,2,3,3,4,2,5,4,3,4,5,3,5,4,2,3,4
ROBOTICA,JUNIOR,705000,12,Chica,"Yo, Mis padres",No,No sé,Buena,,ingeniero,no me acuerdo,"Por el medio, pero más cerca de los últimos",Buen estudiante,4,3,4,1,3,3,3,3,5,1,5,3,3,5,1,3,3,4,1,1,4
ROBOTICA,JUNIOR,705000,12,Chico,Yo,No,Sí,Muy buena,,ingeniero industrial,sanitaria,Entre los primeros de la clase,Muy buen estudiante,5,5,5,1,4,3,5,5,4,1,5,5,5,5,1,5,5,5,1,1,5
ROBOTICA,JUNIOR,1104000,10,Chica,Yo,No,Sí,Buena,,abogado de derecho,economista,Entre los primeros de la clase,Buen estudiante,4,4,5,2,2,4,4,2,4,2,5,4,4,4,2,3,5,5,1,1,5
ROBOTICA,JUNIOR,1310000,9,Chica,Yo,No,No sé,Me da igual,,En Mondelez,En la Agencia Tributaria,"Por el medio, pero más cerca de los primeros",Buen estudiante,4,3,5,2,2,3,3,3,5,2,3,4,4,4,1,3,3,3,1,3,5
ROBOTICA,JUNIOR,1311000,11,Chico,Mis padres,No,No sé,Buena,,"Banco financiero, más o menos no estoy seguro.","Ingeniera, no estoy muy seguro.","Por el medio, pero más cerca de los primeros",Buen estudiante,4,3,4,1,3,1,3,4,3,3,5,4,3,3,2,3,4,4,2,1,4
ROBOTICA,JUNIOR,1702000,11,Chica,Mis padres,No,Sí,Muy buena,,CHEF EJECUTIVO,NO TRABAJA,Entre los primeros de la clase,Muy buen estudiante,4,4,4,1,5,4,5,5,4,3,4,4,4,4,2,3,4,4,1,1,4
ROBOTICA,JUNIOR,1810000,10,Chico,Mis padres,No,No,Buena,,Veterinario,Proyectos Estadísticos,Entre los primeros de la clase,Muy buen estudiante,5,5,5,1,1,1,5,4,5,2,5,5,5,4,2,5,4,5,1,4,5
ROBOTICA,JUNIOR,1905000,10,Chico,Mis padres,No,No sé,Muy buena,,en una universidad,en springfield,"Por el medio, pero más cerca de los primeros",Buen estudiante,4,4,5,1,4,4,3,4,3,1,4,3,3,4,2,3,4,3,1,4,5
ROBOTICA,JUNIOR,2108000,10,Chico,Mis padres,No,No sé,Muy buena,,INFORMATICO,ADMINISTRADORA ICADE,"Por el medio, pero más cerca de los primeros",Dentro de la media,4,3,4,2,3,3,3,3,4,3,4,4,3,2,2,3,4,3,1,1,3
ROBOTICA,JUNIOR,2308161,13,Chica,Mis padres,2019,Sí,Muy buena,,en Ingenieroy trabaja para una empresa,Cocina,Entre los primeros de la clase,Buen estudiante,4,3,5,2,3,3,2,4,5,3,5,4,2,5,4,2,4,4,1,1,4
ROBOTICA,JUNIOR,2408000,10,Chica,Yo,No,Sí,Muy buena,,Ingeniero,En la ONG,"Por el medio, pero más cerca de los primeros",Buen estudiante,4,3,5,1,2,2,2,4,4,2,4,4,4,4,2,3,3,3,1,1,3
ROBOTICA,JUNIOR,2409000,10,Chica,"Yo, Mis padres",No,No sé,Muy buena,,En el banco de España,En Nokia,Entre los primeros de la clase,Muy buen estudiante,4,4,5,1,3,5,4,5,5,1,4,5,4,5,1,4,4,5,1,1,3
ROBOTICA,JUNIOR,2502000,12,Chico,Mis padres,No,Sí,Muy buena,,en consultoria,en el banco,"Por el medio, pero más cerca de los primeros",Buen estudiante,5,4,5,1,1,5,4,5,5,1,4,5,5,5,1,3,4,4,1,1,3
ROBOTICA,JUNIOR,2604000,11,Chica,"Yo, Mis padres",No,No sé,Buena,,Trabaja en un banco,Es ingeniera,"Por el medio, pero más cerca de los primeros",Buen estudiante,4,3,4,1,3,2,3,4,3,3,4,4,3,4,2,4,4,4,2,1,4
ROBOTICA,JUNIOR,2707000,9,Chica,Yo,No,Sí,Buena,,profesor en icade y arquitecto de aeropuertos,esta haciendo un curso online y ademas trabaja en el hospital,Entre los primeros de la clase,Muy buen estudiante,4,3,5,2,2,4,4,4,4,3,5,4,4,5,3,4,3,5,1,1,5
ROBOTICA,JUNIOR,2709000,10,Chica,Yo,2019,No sé,Buena,,profesor de icay,profesora (bioquímica),Entre los primeros de la clase,Muy buen estudiante,4,3,4,2,3,3,3,3,4,2,3,4,3,3,2,3,3,4,2,2,4
ROBOTICA,JUNIOR,2801000,12,Chico,Yo,No,No sé,Muy buena,,ingenero,profesora,Entre los primeros de la clase,Muy buen estudiante,5,5,5,1,1,5,5,5,5,5,5,5,5,5,1,5,5,5,1,1,5
ROBOTICA,JUNIOR,2802000,11,Chica,"Yo, Mis padres",No,Sí,Buena,,es juez,es arquitecta,"Por el medio, pero más cerca de los primeros",Muy buen estudiante,4,3,5,1,3,3,4,5,4,4,5,4,4,3,1,2,4,3,1,2,4
ROBOTICA,JUNIOR,2803273,13,Chico,"Yo, Mis padres",No,No sé,Muy buena,,abogado de Hogan Lovells,Ingeniera agronóma,Entre los primeros de la clase,Muy buen estudiante,5,3,5,4,3,4,3,4,5,2,5,5,4,3,2,4,5,5,1,2,4
ROBOTICA,JUNIOR,2811000,10,Chico,Yo,No,Sí,Muy buena,,Abogado,BBVA,Entre los primeros de la clase,Buen estudiante,4,4,5,1,3,4,3,4,4,3,4,3,3,4,2,3,3,4,2,2,3
ROBOTICA,JUNIOR,3009335,12,Chico,"Yo, Mis padres",No,No sé,Buena,,En el banco de España,En Nokia,Entre los primeros de la clase,Muy buen estudiante,5,5,5,1,2,5,5,5,5,2,5,5,5,5,1,4,4,5,1,1,5
ROBOTICA,JUNIOR,1042011000,10,Chico,Yo,No,Sí,Muy buena,,director de empresa,medico,Entre los últimos de la clase,Buen estudiante,5,4,5,2,1,5,4,4,5,5,4,4,5,5,4,5,5,4,1,5,5
ROBOTICA,JUNIOR,8012011000,10,Chico,Yo,No,Sí,Muy buena,,ingeniero industrial,ingeniera industrial,Entre los últimos de la clase,Muy buen estudiante,5,5,5,2,1,5,5,4,5,1,4,5,5,5,2,5,5,4,1,1,5
SMART CITY,SENIOR,702000,15,Chica,Yo,2020 (online),No sé,Muy buena,,Ingeniero,Ingeniera,Entre los primeros de la clase,Buen estudiante,5,5,5,2,2,3,4,3,5,1,4,4,4,4,2,4,5,5,1,3,4
